#{"t_start": 1776489777.5702183, "env_id": "None"}
r,l,t
243.0,29,27196.843866
653.0,54,27198.1103
183.0,24,27199.385442
204.0,26,27199.711075
1303.0,140,27200.043591
258.0,29,27201.017701
387.0,49,27201.345922
161.0,27,27201.346198
248.0,36,27201.667805
322.0,36,27202.636437
404.0,44,27202.63676
942.0,96,27202.636894
243.0,28,27202.964975
1297.0,170,27203.286309
258.0,29,27204.249888
1236.0,158,27204.894017
565.0,122,27206.191908
244.0,29,27206.19221
763.0,108,27206.840729
271.0,32,27206.841001
307.0,38,27207.8093
106.0,23,27209.099077
1034.0,98,27209.099387
284.0,32,27209.739923
161.0,27,27210.06431
162.0,29,27210.390077
166.0,24,27211.029509
457.0,85,27211.354267
244.0,30,27212.643159
152.0,21,27213.607271
161.0,32,27214.563721
111.0,19,27215.203011
278.0,33,27215.520935
225.0,31,27216.1602
243.0,30,27216.487354
1040.0,59,27217.126222
177.0,25,27217.765462
484.0,54,27218.721219
1267.0,160,27219.369071
826.0,71,27219.36943
164.0,29,27219.369562
163.0,30,27220.004146
485.0,54,27220.004425
131.0,22,27220.64231
1704.0,162,27221.280234
244.0,29,27221.919185
383.0,50,27222.240757
248.0,34,27222.24098
1210.0,130,27223.210403
163.0,27,27223.21066
699.0,74,27223.858177
445.0,50,27223.858469
180.0,23,27225.132202
235.0,28,27225.465937
132.0,19,27225.466212
299.0,28,27226.107236
881.0,103,27226.427196
113.0,23,27226.744637
692.0,85,27227.064031
232.0,39,27227.70522
164.0,26,27227.705522
258.0,39,27228.028537
1326.0,151,27229.300513
380.0,41,27229.300837
130.0,30,27230.258174
183.0,25,27231.861445
159.0,29,27232.51594
155.0,21,27233.165932
194.0,26,27233.504407
210.0,30,27233.504721
205.0,25,27233.504855
110.0,19,27233.831869
350.0,39,27234.480161
1314.0,164,27234.802828
300.0,27,27234.803072
494.0,53,27235.778061
1557.0,133,27235.778373
401.0,44,27236.42251
174.0,30,27236.748864
482.0,55,27237.719907
234.0,39,27238.050846
734.0,84,27238.051155
133.0,24,27238.051282
251.0,30,27239.014542
101.0,17,27239.336921
262.0,38,27240.302757
129.0,22,27240.303027
161.0,27,27241.267468
341.0,30,27243.207855
467.0,48,27243.208174
1028.0,177,27244.165431
244.0,30,27244.49473
1206.0,111,27244.816428
76.0,18,27245.13694
131.0,22,27245.137162
307.0,37,27245.453371
161.0,27,27246.409806
284.0,34,27247.695659
464.0,41,27247.695966
256.0,31,27248.974581
196.0,28,27249.293403
453.0,51,27249.929376
236.0,39,27250.566063
203.0,26,27251.52357
1220.0,153,27251.841524
202.0,25,27252.467324
949.0,157,27253.107403
261.0,31,27253.107699
203.0,28,27254.061524
1405.0,206,27254.379312
578.0,52,27254.697734
163.0,27,27255.025988
211.0,31,27255.344901
233.0,33,27255.66534
155.0,21,27255.982319
382.0,51,27256.617754
214.0,31,27257.577637
236.0,28,27257.900384
483.0,53,27258.232578
669.0,68,27258.232889
123.0,21,27258.233008
174.0,28,27258.875099
155.0,21,27313.40943
1175.0,124,27313.699331
364.0,44,27314.302167
896.0,111,27314.936075
253.0,30,27315.248149
161.0,27,27316.185479
385.0,41,27316.185724
233.0,34,27316.504184
96.0,26,27316.504442
192.0,29,27317.770433
1104.0,133,27318.40488
202.0,25,27318.727356
432.0,70,27319.043485
271.0,39,27319.361879
177.0,25,27319.362136
164.0,28,27319.699039
873.0,101,27319.699291
325.0,37,27319.699392
269.0,32,27320.962622
125.0,19,27320.962886
1346.0,124,27321.583164
763.0,105,27321.885144
194.0,28,27322.195982
67.0,22,27323.437599
376.0,41,27323.438039
162.0,26,27324.366658
130.0,23,27325.008297
158.0,31,27325.008509
1221.0,128,27325.329224
233.0,33,27326.588761
178.0,23,27326.588991
364.0,40,27326.909318
237.0,20,27327.224895
955.0,173,27327.860502
827.0,72,27327.860796
240.0,29,27327.860922
164.0,27,27328.180072
101.0,17,27328.823074
212.0,29,27328.82334
275.0,31,27332.055265
681.0,180,27332.379469
166.0,27,27333.021303
163.0,27,27333.668222
268.0,39,27334.319785
177.0,24,27334.320014
128.0,21,27334.643024
110.0,19,27334.962408
486.0,82,27335.273198
274.0,33,27335.601919
204.0,27,27335.602212
330.0,51,27335.919592
299.0,26,27336.227167
428.0,54,27336.549361
161.0,27,27336.872394
1495.0,124,27336.872596
376.0,43,27337.198322
1186.0,85,27337.198801
456.0,59,27339.844315
1280.0,112,27340.169705
194.0,27,27340.812303
127.0,20,27341.130442
107.0,19,27341.132224
298.0,41,27342.1926
257.0,29,27342.506646
177.0,25,27342.506921
163.0,29,27343.126678
204.0,26,27344.04423
477.0,52,27344.667047
490.0,88,27344.667325
1246.0,182,27346.510234
105.0,17,27346.510505
163.0,31,27346.824005
262.0,30,27346.824207
128.0,20,27347.440412
185.0,24,27347.752104
1276.0,128,27348.059111
349.0,37,27348.969755
377.0,41,27349.287449
108.0,39,27349.287717
337.0,47,27350.871794
212.0,29,27351.178327
107.0,17,27351.805191
270.0,35,27351.805444
161.0,28,27351.805544
265.0,31,27352.120762
526.0,52,27353.046895
253.0,42,27353.04715
284.0,34,27353.047266
784.0,111,27353.667566
166.0,27,27355.219454
179.0,25,27355.538804
243.0,29,27355.847617
105.0,18,27357.41058
971.0,71,27357.723557
125.0,19,27359.59831
166.0,27,27360.222239
479.0,42,27360.544148
342.0,39,27361.179365
450.0,56,27361.493564
275.0,35,27362.729775
674.0,92,27363.351516
284.0,34,27363.665486
275.0,35,27363.973769
352.0,42,27365.224615
328.0,35,27366.494523
128.0,20,27366.816252
1220.0,145,27367.459223
1219.0,129,27368.091872
166.0,27,27368.754035
1002.0,136,27369.704691
388.0,46,27369.704986
386.0,44,27369.705096
2491.0,179,27370.348968
192.0,28,27370.34923
239.0,30,27370.669128
369.0,57,27370.985303
632.0,71,27371.62736
270.0,31,27373.534767
163.0,27,27373.859451
283.0,36,27374.173005
371.0,37,27375.769561
1388.0,127,27375.769839
496.0,53,27376.408007
603.0,81,27376.408321
1164.0,181,27376.408424
767.0,103,27377.047335
758.0,141,27377.047606
403.0,63,27377.692976
163.0,27,27378.321947
1514.0,167,27378.322214
204.0,26,27378.642912
509.0,103,27378.959164
727.0,90,27379.597458
238.0,28,27379.597723
180.0,23,27380.861948
302.0,38,27381.817367
125.0,19,27382.464473
128.0,23,27383.09236
262.0,30,27383.422406
389.0,43,27383.422676
385.0,46,27383.422843
744.0,83,27383.73847
178.0,25,27384.37971
162.0,32,27384.37996
194.0,25,27386.59025
161.0,27,27386.905189
273.0,36,27387.224097
1946.0,120,27387.224355
268.0,39,27389.403011
252.0,40,27390.346028
299.0,39,27390.665609
103.0,27,27390.97722
95.0,24,27391.294895
318.0,37,27391.295184
475.0,45,27391.295298
284.0,34,27391.612399
194.0,27,27391.612684
163.0,27,27391.93527
746.0,80,27391.935554
185.0,24,27391.9357
364.0,39,27391.935788
130.0,25,27392.247071
250.0,29,27392.556371
161.0,29,27392.556675
204.0,28,27395.387881
131.0,28,27395.710451
909.0,165,27396.65293
101.0,17,27396.65321
124.0,19,27396.976103
102.0,18,27397.627058
155.0,21,27398.268692
152.0,21,27398.910457
161.0,27,27400.511593
235.0,29,27400.511895
735.0,107,27400.85544
260.0,37,27401.213041
1397.0,168,27401.213348
284.0,32,27401.903914
265.0,37,27402.273624
101.0,17,27402.273915
204.0,28,27404.723746
163.0,28,27405.087172
353.0,38,27405.087426
318.0,43,27405.438288
131.0,23,27406.876487
243.0,30,27407.995998
129.0,21,27408.353431
1143.0,127,27408.712584
307.0,35,27408.712832
844.0,117,27409.756899
161.0,27,27410.10913
394.0,53,27410.465768
238.0,33,27412.215872
235.0,31,27413.285962
269.0,33,27414.009998
1676.0,134,27414.360353
132.0,22,27414.707503
589.0,70,27415.759671
160.0,30,27415.759916
284.0,32,27416.120971
561.0,90,27417.437916
364.0,44,27417.438232
289.0,36,27417.757175
203.0,28,27418.073389
101.0,17,27419.075167
336.0,40,27419.438124
238.0,32,27419.802941
258.0,29,27420.149939
358.0,61,27422.5583
97.0,15,27424.285888
194.0,28,27424.286177
586.0,77,27425.020252
202.0,26,27425.020506
392.0,43,27425.363044
314.0,50,27426.074139
1092.0,143,27426.789776
163.0,29,27427.822284
655.0,57,27427.822597
284.0,34,27429.093941
210.0,29,27429.409768
363.0,40,27429.41004
162.0,28,27429.720943
371.0,37,27430.032506
1551.0,127,27430.032828
1511.0,203,27430.354379
1198.0,146,27430.672217
106.0,23,27431.902723
368.0,56,27432.837796
211.0,26,27434.414428
832.0,74,27434.737578
256.0,33,27435.062779
281.0,31,27435.063076
1111.0,114,27435.688481
253.0,40,27435.688763
224.0,34,27436.315764
217.0,29,27436.953955
267.0,30,27437.26899
105.0,18,27437.587287
1316.0,137,27437.895939
204.0,29,27438.208108
761.0,110,27438.527435
161.0,29,27438.836296
1316.0,146,27439.45521
260.0,33,27439.768537
729.0,67,27440.08304
369.0,35,27441.016773
1075.0,213,27441.017088
278.0,38,27441.331168
225.0,19,27441.634645
489.0,68,27441.949164
104.0,18,27442.584431
203.0,26,27442.901019
111.0,19,27443.514105
1164.0,209,27445.10572
284.0,34,27445.746484
253.0,42,27446.070406
254.0,31,27446.070729
340.0,38,27446.38866
253.0,33,27447.662971
257.0,31,27448.618375
302.0,27,27448.61867
325.0,36,27449.255325
252.0,43,27449.255609
284.0,35,27449.255707
212.0,30,27450.830197
237.0,32,27452.076768
245.0,30,27452.077059
367.0,40,27452.385688
372.0,37,27452.688348
247.0,38,27455.409145
161.0,27,27456.029273
226.0,32,27456.029577
478.0,42,27456.029683
195.0,24,27456.642091
282.0,35,27456.642391
162.0,28,27457.256879
764.0,90,27458.528833
252.0,45,27460.097009
235.0,30,27460.097317
269.0,37,27460.73016
244.0,29,27461.038666
107.0,19,27461.349754
252.0,32,27462.272756
320.0,158,27463.231337
797.0,82,27465.21505
161.0,27,27465.856232
267.0,31,27465.856465
223.0,31,27465.856584
516.0,68,27466.497353
101.0,17,27466.818824
1383.0,160,27467.137871
272.0,33,27467.138192
285.0,37,27468.423082
433.0,52,27469.078405
212.0,30,27469.71831
1874.0,130,27470.989651
160.0,28,27471.306957
2100.0,178,27471.625158
672.0,145,27472.582191
557.0,101,27472.901191
446.0,40,27473.860852
486.0,49,27474.176455
161.0,27,27474.496365
185.0,24,27474.815903
181.0,24,27474.816216
164.0,30,27475.453161
228.0,33,27476.409701
251.0,31,27476.728061
701.0,115,27478.001685
1309.0,150,27478.001963
833.0,94,27478.322009
128.0,19,27478.640235
306.0,43,27478.958668
475.0,90,27480.540785
252.0,30,27480.863615
324.0,38,27481.836764
354.0,42,27481.837081
76.0,18,27482.491162
581.0,70,27483.127732
936.0,117,27483.446705
162.0,28,27483.447066
160.0,28,27484.402286
2341.0,156,27484.402584
92.0,23,27485.664717
218.0,29,27485.664974
964.0,81,27485.984776
1866.0,192,27485.985082
361.0,39,27486.304766
96.0,22,27489.486128
917.0,164,27490.462624
211.0,29,27491.109881
336.0,57,27492.420309
1092.0,136,27492.420723
335.0,55,27492.420839
286.0,33,27492.421044
575.0,75,27493.078304
131.0,22,27493.078522
360.0,38,27493.078633
164.0,28,27493.39527
284.0,34,27494.361544
204.0,28,27494.684078
101.0,17,27495.006299
256.0,30,27495.328344
245.0,30,27495.974488
268.0,33,27496.614134
766.0,105,27496.938429
332.0,57,27497.255274
132.0,19,27500.77991
219.0,30,27500.780112
76.0,19,27501.099121
161.0,27,27501.742249
1270.0,99,27502.702171
790.0,78,27503.027378
1400.0,98,27503.027592
161.0,27,27503.027724
274.0,32,27503.346516
284.0,37,27504.302486
272.0,35,27504.615698
330.0,84,27504.937369
151.0,24,27504.937646
261.0,31,27505.246304
252.0,41,27505.560874
667.0,109,27507.762339
349.0,40,27508.716045
299.0,26,27509.033299
121.0,20,27509.350859
161.0,27,27510.288666
933.0,141,27511.560468
234.0,34,27511.878558
161.0,29,27512.198979
324.0,37,27512.517362
194.0,29,27512.517646
204.0,27,27512.831364
163.0,28,27513.468923
1150.0,121,27513.469268
214.0,30,27514.743674
128.0,19,27515.381909
322.0,110,27515.69838
78.0,18,27517.598217
200.0,28,27517.917181
244.0,29,27517.917445
943.0,87,27518.234854
1074.0,126,27518.872471
2188.0,197,27518.872731
131.0,23,27519.811865
300.0,75,27520.771379
162.0,28,27521.11101
341.0,52,27521.458723
164.0,27,27522.152575
204.0,28,27522.496022
105.0,17,27523.195083
966.0,95,27523.55454
325.0,36,27524.252525
244.0,29,27524.252812
847.0,106,27526.775854
449.0,51,27527.128936
101.0,17,27529.224924
195.0,28,27529.573935
458.0,68,27530.2428
1326.0,145,27530.583082
314.0,79,27530.935267
163.0,28,27530.935488
233.0,29,27530.935604
166.0,27,27531.614144
463.0,41,27531.953433
105.0,17,27535.035575
261.0,32,27535.400733
292.0,43,27536.43248
271.0,38,27536.796654
1121.0,135,27536.796933
364.0,41,27536.797081
155.0,21,27536.797177
692.0,71,27536.797274
1040.0,165,27537.143371
1465.0,105,27537.839204
305.0,35,27538.85977
232.0,27,27540.23788
590.0,75,27540.924087
105.0,17,27540.92436
387.0,44,27542.309845
269.0,36,27542.663072
924.0,69,27542.663337
254.0,33,27543.004359
360.0,38,27544.026201
130.0,22,27544.377132
423.0,37,27544.723254
675.0,147,27545.418552
248.0,31,27546.109632
1956.0,188,27546.470712
75.0,19,27547.504919
1415.0,134,27547.505173
204.0,31,27547.505324
568.0,127,27548.143428
377.0,96,27548.461089
318.0,36,27549.110735
284.0,36,27549.111028
1127.0,91,27549.111149
317.0,37,27549.111256
265.0,36,27549.423654
305.0,34,27550.373244
275.0,45,27551.946197
136.0,29,27551.946491
740.0,84,27552.891056
131.0,26,27552.891354
291.0,33,27553.836288
132.0,25,27554.47321
238.0,37,27554.799227
277.0,32,27555.773318
206.0,27,27556.104953
227.0,34,27557.081992
201.0,28,27558.050745
388.0,45,27558.694134
152.0,22,27559.987088
284.0,35,27560.307608
488.0,90,27560.950743
296.0,39,27561.594772
325.0,36,27561.915041
625.0,56,27562.870168
163.0,29,27563.19634
252.0,43,27563.196582
194.0,29,27563.841231
325.0,35,27564.160908
934.0,72,27566.082055
264.0,30,27566.724807
385.0,47,27567.048418
164.0,28,27567.687524
336.0,37,27568.010352
194.0,28,27568.964688
181.0,24,27569.283213
427.0,57,27570.241824
594.0,67,27570.56187
131.0,22,27570.879808
1107.0,102,27571.200461
163.0,28,27572.155804
232.0,36,27572.477843
214.0,31,27572.798554
748.0,80,27573.11268
1227.0,130,27573.431899
493.0,79,27573.749998
212.0,30,27573.750295
162.0,30,27576.623017
1400.0,177,27576.947104
131.0,22,27577.904462
730.0,117,27578.22994
335.0,58,27578.870726
731.0,65,27578.87102
107.0,19,27579.187179
284.0,36,27579.504916
387.0,41,27579.841227
276.0,34,27579.84172
161.0,27,27580.792782
275.0,35,27581.433026
234.0,28,27581.758173
450.0,45,27582.08315
305.0,36,27582.083421
164.0,26,27584.950132
129.0,20,27585.273967
88.0,21,27585.911568
766.0,76,27586.250714
135.0,29,27586.251017
297.0,39,27586.251136
1361.0,227,27586.251225
190.0,24,27586.570797
444.0,56,27587.221019
712.0,211,27588.52307
194.0,27,27588.52336
204.0,29,27588.847641
159.0,28,27589.831825
731.0,74,27589.832189
225.0,32,27590.156438
232.0,28,27590.805022
101.0,17,27591.453823
259.0,31,27592.098364
307.0,35,27593.385798
199.0,26,27593.704866
164.0,29,27594.350826
212.0,28,27595.319333
412.0,172,27596.600284
589.0,59,27596.925166
194.0,27,27597.252526
111.0,19,27597.581264
161.0,27,27598.564361
1132.0,110,27598.564644
351.0,37,27598.564754
203.0,27,27598.564868
1269.0,160,27598.892852
308.0,37,27599.218701
589.0,81,27599.557666
244.0,29,27599.557979
475.0,84,27599.558103
1238.0,138,27600.202393
243.0,29,27600.202673
163.0,26,27600.52666
496.0,63,27601.802732
202.0,27,27602.441789
364.0,42,27602.442048
125.0,19,27602.770703
105.0,17,27603.08982
131.0,22,27604.048288
268.0,32,27604.686492
1493.0,105,27605.00251
364.0,59,27605.321528
323.0,35,27606.596098
205.0,27,27607.238574
195.0,32,27607.562435
164.0,30,27608.200207
287.0,48,27608.83536
111.0,19,27609.154928
243.0,31,27609.48237
233.0,31,27609.482697
1750.0,171,27609.805261
240.0,30,27609.805561
385.0,75,27610.458201
203.0,25,27610.458537
356.0,42,27612.0504
131.0,19,27613.337404
165.0,28,27613.664245
275.0,31,27613.99885
101.0,17,27614.637529
387.0,46,27615.288702
312.0,51,27615.289009
398.0,53,27615.61055
366.0,42,27615.930799
193.0,31,27617.52351
2333.0,218,27618.158239
325.0,36,27618.158508
276.0,46,27620.101434
943.0,132,27620.752823
304.0,36,27621.084614
132.0,22,27621.084844
159.0,28,27622.71067
252.0,41,27623.035952
375.0,41,27623.036191
509.0,68,27624.659814
453.0,51,27624.660041
334.0,52,27625.626256
284.0,34,27626.275782
1012.0,121,27627.562789
210.0,29,27627.563093
192.0,31,27627.563208
342.0,37,27627.884584
269.0,39,27628.209091
884.0,94,27629.49087
234.0,30,27630.451109
244.0,29,27630.451497
634.0,63,27630.769694
244.0,35,27632.369773
341.0,29,27632.370058
166.0,27,27633.323595
263.0,44,27634.293575
131.0,22,27634.611089
784.0,71,27634.929764
318.0,37,27637.492589
461.0,49,27638.450691
278.0,35,27639.096571
324.0,37,27639.412203
202.0,28,27639.741032
232.0,31,27640.396252
1318.0,128,27640.716078
1496.0,115,27641.988431
275.0,31,27642.311381
1007.0,215,27642.95266
204.0,26,27643.281987
356.0,67,27644.558609
444.0,38,27644.558907
185.0,24,27645.209735
259.0,33,27645.209996
276.0,38,27645.538655
1340.0,141,27645.538953
481.0,64,27646.821393
164.0,27,27647.141876
829.0,118,27647.463477
491.0,62,27648.10794
1075.0,108,27648.108221
291.0,44,27648.436785
710.0,56,27648.437044
951.0,120,27649.073004
155.0,21,27649.073263
1494.0,110,27650.664585
232.0,33,27650.992066
339.0,38,27651.310562
307.0,39,27651.956737
284.0,33,27653.904037
275.0,31,27655.197738
1246.0,129,27656.170204
269.0,34,27656.496318
1362.0,219,27656.819873
268.0,38,27657.783706
257.0,30,27658.111793
324.0,42,27658.112019
528.0,126,27658.765661
196.0,31,27659.090241
274.0,40,27659.73061
284.0,45,27659.730923
307.0,37,27660.38158
381.0,42,27661.672899
385.0,45,27661.673162
180.0,25,27662.005189
1028.0,69,27662.005469
76.0,18,27662.005588
132.0,22,27662.325523
366.0,39,27663.9243
323.0,38,27664.241431
605.0,124,27664.570456
405.0,62,27664.570719
903.0,112,27665.531734
161.0,29,27665.856809
130.0,23,27666.499653
105.0,17,27667.458607
245.0,29,27667.458838
178.0,25,27667.773208
128.0,19,27667.77353
162.0,30,27669.367752
204.0,26,27670.329067
216.0,42,27670.329355
164.0,27,27670.329494
1599.0,214,27670.652424
253.0,41,27670.971402
202.0,28,27670.971673
385.0,41,27671.280043
114.0,17,27672.869963
258.0,34,27673.194803
76.0,19,27673.510358
130.0,23,27673.829482
161.0,28,27674.784723
890.0,109,27675.732664
299.0,25,27675.732967
490.0,78,27676.058839
325.0,37,27676.059073
129.0,20,27676.694958
445.0,53,27677.332186
364.0,43,27677.655426
494.0,95,27677.982178
163.0,28,27678.296682
178.0,24,27678.615265
107.0,17,27678.933644
321.0,37,27679.571835
594.0,52,27681.162536
675.0,73,27682.115926
799.0,170,27682.116128
131.0,26,27682.116227
543.0,56,27682.435154
161.0,27,27683.389458
1460.0,130,27683.715517
300.0,27,27684.355036
902.0,112,27685.014973
300.0,26,27685.015279
75.0,19,27685.015383
385.0,47,27685.347915
346.0,39,27685.348168
197.0,25,27685.678404
399.0,51,27687.297822
120.0,20,27687.623469
183.0,25,27687.623717
427.0,56,27688.590388
319.0,42,27689.554795
1362.0,122,27689.882276
355.0,38,27690.517792
107.0,17,27690.518061
349.0,38,27690.84034
131.0,27,27692.103559
272.0,32,27692.42465
272.0,49,27693.085396
166.0,26,27693.725098
857.0,75,27695.315886
702.0,94,27695.637222
281.0,31,27695.637425
154.0,34,27695.954389
105.0,18,27696.274702
252.0,45,27696.913685
350.0,39,27697.863582
196.0,24,27698.521038
1379.0,159,27699.19888
329.0,36,27699.19983
754.0,84,27700.217556
289.0,32,27700.878591
323.0,36,27701.223113
405.0,44,27701.54987
231.0,30,27701.868717
161.0,27,27702.53008
312.0,37,27705.107413
828.0,67,27706.093791
284.0,35,27707.057514
131.0,22,27707.37586
215.0,31,27708.01471
385.0,40,27708.331231
511.0,62,27708.64913
252.0,41,27710.258807
284.0,36,27710.259077
312.0,36,27710.895573
164.0,28,27711.533694
509.0,79,27713.135313
586.0,115,27713.135549
252.0,43,27713.13565
353.0,38,27713.135706
308.0,38,27713.453018
690.0,58,27714.389781
1040.0,92,27714.717877
204.0,26,27715.355929
129.0,29,27716.640975
387.0,47,27716.968259
182.0,24,27717.949088
240.0,30,27717.94934
344.0,46,27719.97816
166.0,28,27720.660597
161.0,29,27722.711499
206.0,25,27723.681035
1387.0,99,27724.665245
132.0,25,27724.982599
431.0,51,27725.297209
265.0,38,27725.611379
180.0,23,27725.61164
161.0,27,27725.917677
315.0,36,27726.232781
298.0,40,27726.540103
811.0,138,27726.883141
1198.0,114,27726.883373
755.0,96,27727.50701
243.0,29,27727.507339
754.0,83,27728.464606
1500.0,265,27728.464909
