#{"t_start": 1776489777.5702183, "env_id": "None"}
r,l,t
237.0,20,20783.692376
253.0,32,20784.014777
909.0,280,20784.339341
275.0,31,20784.662484
160.0,27,20784.984617
1141.0,184,20785.949097
206.0,25,20786.271479
298.0,38,20787.231415
239.0,30,20787.231705
402.0,43,20787.552643
284.0,35,20788.835405
1041.0,124,20789.155641
1004.0,141,20789.486604
162.0,28,20790.137972
579.0,65,20790.13825
201.0,26,20790.777697
625.0,57,20791.420507
341.0,30,20792.385873
972.0,118,20793.360256
267.0,30,20793.678549
160.0,30,20794.639885
195.0,32,20794.966549
201.0,27,20794.966849
234.0,35,20795.6097
1020.0,108,20796.881246
218.0,31,20797.200769
109.0,17,20797.844502
490.0,56,20798.16863
163.0,26,20798.487275
203.0,27,20799.442107
284.0,34,20840.605875
1658.0,125,20840.892819
818.0,100,20841.474404
242.0,29,20841.474642
132.0,22,20842.71359
238.0,39,20843.339109
440.0,49,20843.657163
98.0,19,20844.60744
2042.0,154,20845.85035
803.0,69,20846.487445
236.0,28,20846.812292
354.0,37,20847.455503
387.0,44,20848.420657
202.0,26,20848.420885
418.0,68,20848.420967
161.0,30,20848.745372
387.0,45,20849.707858
202.0,27,20850.027972
525.0,54,20851.318858
284.0,34,20851.319121
193.0,27,20851.319291
210.0,32,20853.892034
341.0,30,20854.217348
123.0,21,20856.769723
163.0,28,20857.418397
160.0,28,20857.740003
357.0,52,20858.075176
1222.0,153,20858.075447
162.0,27,20858.409878
340.0,36,20859.058724
773.0,97,20859.382613
194.0,27,20860.013293
380.0,46,20861.591144
1196.0,126,20862.218216
1006.0,125,20862.536396
284.0,36,20862.858026
243.0,29,20863.499702
596.0,82,20863.822896
322.0,35,20865.088062
1672.0,187,20865.726182
173.0,25,20866.04233
166.0,27,20866.362111
432.0,48,20866.683693
129.0,22,20867.017831
204.0,26,20867.334555
75.0,19,20868.291044
354.0,37,20869.266397
474.0,40,20869.588197
352.0,39,20870.872053
268.0,37,20871.180411
835.0,73,20871.8077
105.0,18,20874.070242
132.0,22,20874.070532
218.0,29,20874.387708
659.0,123,20875.6592
350.0,38,20875.659513
204.0,28,20876.32298
1479.0,257,20876.660499
161.0,27,20877.930423
222.0,26,20877.930716
292.0,47,20878.875386
258.0,41,20878.875702
604.0,153,20879.193622
107.0,17,20879.514179
449.0,53,20879.835571
152.0,21,20880.773007
281.0,33,20881.419348
695.0,63,20881.744741
262.0,37,20883.017975
1495.0,117,20883.340291
211.0,30,20884.022867
129.0,19,20884.023119
204.0,24,20884.023232
235.0,28,20884.662849
508.0,58,20884.980303
101.0,17,20884.980561
124.0,19,20885.30769
580.0,42,20885.307921
131.0,22,20885.935217
659.0,91,20887.208454
150.0,23,20887.208777
279.0,32,20888.141078
419.0,70,20889.077152
162.0,27,20890.019241
101.0,17,20890.338514
219.0,32,20891.920943
301.0,26,20892.237726
928.0,95,20892.880964
131.0,22,20892.881172
204.0,28,20892.881271
163.0,26,20893.202604
2102.0,164,20893.202903
218.0,31,20893.824806
693.0,150,20894.461538
1079.0,269,20895.103327
108.0,18,20896.036649
1228.0,182,20896.97184
161.0,30,20897.612526
577.0,41,20898.253415
326.0,43,20898.253687
161.0,29,20899.198588
275.0,35,20900.1525
364.0,41,20900.15303
197.0,25,20900.774382
145.0,45,20901.396852
245.0,30,20901.397141
194.0,27,20901.397244
163.0,30,20902.664627
464.0,63,20902.982619
76.0,23,20903.300584
127.0,20,20904.578105
385.0,42,20905.534478
1409.0,196,20905.85256
161.0,28,20906.489606
340.0,29,20907.439672
161.0,27,20907.76349
268.0,36,20908.397881
105.0,17,20908.71972
410.0,50,20909.674903
284.0,32,20910.312737
129.0,29,20910.63762
130.0,21,20911.284383
278.0,33,20911.284662
133.0,19,20911.609485
101.0,17,20914.19034
268.0,38,20915.155083
1262.0,211,20915.798486
161.0,27,20916.443279
386.0,46,20917.404032
268.0,37,20917.740478
1689.0,108,20917.740748
241.0,32,20917.740856
129.0,21,20918.386161
202.0,25,20919.348551
428.0,62,20919.989204
110.0,19,20920.30839
580.0,81,20920.985404
284.0,35,20921.676354
306.0,38,20922.051792
793.0,86,20922.052017
1523.0,176,20922.409296
686.0,67,20923.103157
206.0,48,20924.140969
957.0,152,20924.500792
364.0,41,20924.864419
839.0,100,20925.216934
481.0,57,20925.217236
101.0,17,20926.264491
255.0,29,20927.338082
232.0,28,20927.338392
1027.0,131,20927.689423
202.0,28,20928.042919
296.0,26,20928.392576
985.0,112,20929.813435
180.0,23,20929.813736
2242.0,345,20930.903051
222.0,25,20930.903355
252.0,39,20931.263994
274.0,35,20932.325901
1515.0,164,20932.326168
211.0,29,20932.326309
386.0,46,20932.326407
88.0,21,20933.709156
474.0,55,20934.061572
174.0,27,20934.415351
304.0,36,20935.11504
260.0,30,20935.854863
1856.0,327,20935.855139
226.0,36,20935.855279
203.0,25,20937.268085
215.0,33,20939.041291
352.0,40,20939.408522
201.0,27,20939.408793
38.0,18,20940.109608
828.0,65,20940.4714
370.0,39,20941.204832
1002.0,120,20941.957179
305.0,34,20943.013313
134.0,19,20944.072182
321.0,36,20945.155609
161.0,27,20945.520098
114.0,18,20945.520403
284.0,33,20946.227905
109.0,19,20946.928411
224.0,31,20946.928647
371.0,42,20947.286009
191.0,23,20947.616476
253.0,41,20948.582948
381.0,50,20948.902411
268.0,39,20949.546365
498.0,74,20950.489875
105.0,17,20952.383792
462.0,59,20952.694362
827.0,72,20953.004876
480.0,62,20953.644501
328.0,35,20954.624653
253.0,30,20955.264646
206.0,25,20955.584549
391.0,46,20956.53277
231.0,31,20956.852297
446.0,37,20957.481653
909.0,246,20957.80428
110.0,19,20958.435104
410.0,41,20958.435429
405.0,43,20962.508462
449.0,51,20962.508858
178.0,24,20963.150469
252.0,45,20963.788031
731.0,61,20963.788324
1642.0,158,20963.788425
269.0,32,20963.788497
427.0,53,20964.105375
166.0,28,20964.105665
110.0,19,20964.422142
291.0,39,20965.038598
160.0,28,20965.353813
386.0,75,20966.263052
214.0,29,20966.574588
219.0,33,20967.198756
1010.0,129,20967.506256
211.0,30,20967.825025
97.0,15,20969.048179
467.0,68,20969.985832
719.0,102,20972.485989
165.0,27,20972.486351
194.0,30,20973.138351
924.0,64,20973.138641
161.0,30,20973.138757
284.0,34,20973.138844
165.0,28,20974.085234
284.0,35,20974.085524
372.0,35,20975.013941
1132.0,135,20975.323403
1797.0,143,20976.952688
2218.0,294,20976.952979
211.0,30,20977.296323
297.0,40,20977.619556
1397.0,116,20977.946209
489.0,50,20979.554737
328.0,42,20979.881984
131.0,22,20980.208775
1208.0,160,20980.530668
162.0,27,20981.173297
1118.0,141,20981.173617
387.0,44,20981.173733
268.0,36,20981.494491
753.0,56,20981.494791
396.0,61,20981.815568
435.0,100,20982.135795
1134.0,201,20982.457168
165.0,28,20983.089619
471.0,53,20984.372592
284.0,34,20985.012957
275.0,34,20985.962942
364.0,41,20986.297589
196.0,31,20986.994214
129.0,22,20987.346704
178.0,25,20989.321317
449.0,50,20989.321617
162.0,28,20990.27543
1012.0,209,20990.275711
244.0,28,20990.599016
243.0,32,20991.556599
737.0,64,20993.813466
910.0,124,20994.14658
368.0,87,20994.14684
364.0,54,20995.142891
203.0,28,20996.104017
340.0,35,20996.422461
133.0,19,20996.741209
178.0,24,20997.058414
194.0,30,20997.058764
388.0,45,20997.697436
373.0,37,20998.016706
834.0,90,20998.017006
340.0,37,20998.339883
264.0,31,20999.285409
128.0,20,21000.259016
280.0,32,21000.575909
474.0,60,21001.210181
766.0,67,21001.53831
191.0,24,21001.861132
937.0,75,21002.181857
132.0,22,21003.136391
101.0,17,21003.454748
302.0,26,21005.048965
194.0,27,21005.686528
313.0,36,21006.644262
127.0,20,21006.644588
337.0,37,21008.236342
283.0,32,21008.557326
164.0,26,21008.874788
163.0,30,21008.875053
301.0,40,21009.828115
214.0,29,21010.789177
133.0,19,21011.102588
868.0,106,21011.421045
96.0,26,21011.738887
507.0,56,21012.059287
387.0,47,21012.69578
910.0,129,21013.97092
195.0,29,21014.92618
178.0,22,21015.24589
525.0,55,21015.564601
685.0,111,21016.202554
920.0,77,21016.202805
206.0,25,21016.524983
1750.0,125,21017.161996
163.0,27,21017.479916
306.0,35,21017.798941
110.0,19,21017.799205
160.0,30,21018.42848
202.0,26,21019.395555
386.0,40,21019.395823
211.0,29,21020.662268
262.0,30,21022.25734
1161.0,134,21022.575295
75.0,19,21023.850521
192.0,30,21024.490031
680.0,74,21024.821346
279.0,47,21024.821597
174.0,26,21024.821716
284.0,33,21025.788902
128.0,20,21025.789271
957.0,74,21025.789583
193.0,31,21026.110646
915.0,139,21027.066924
207.0,27,21028.022743
263.0,31,21028.345458
1106.0,165,21028.345722
284.0,34,21028.345829
101.0,17,21029.288035
159.0,28,21031.216317
654.0,146,21031.216578
1081.0,230,21031.216695
659.0,155,21031.906155
307.0,38,21032.893256
204.0,25,21032.89351
811.0,71,21033.540178
657.0,165,21034.502702
193.0,31,21034.502975
1164.0,107,21036.092642
88.0,21,21036.092897
243.0,31,21036.092995
161.0,27,21037.048388
460.0,148,21037.77856
350.0,40,21038.832466
354.0,39,21041.404994
152.0,21,21041.779001
842.0,92,21042.140102
274.0,33,21042.505347
107.0,19,21042.850489
446.0,56,21043.561729
1494.0,124,21043.562027
272.0,33,21044.28171
382.0,66,21044.634525
342.0,32,21044.634836
318.0,37,21045.691526
161.0,28,21047.113569
847.0,56,21047.113865
697.0,94,21047.464783
268.0,39,21048.162177
386.0,50,21048.509252
236.0,32,21049.233733
76.0,19,21049.574025
640.0,72,21050.264213
429.0,69,21050.616855
372.0,42,21050.956933
165.0,28,21051.313252
194.0,28,21051.668048
131.0,24,21052.024752
1398.0,105,21052.368694
928.0,83,21053.086513
206.0,25,21053.086772
119.0,21,21054.863539
101.0,17,21055.571507
275.0,35,21055.951326
296.0,71,21056.684106
159.0,29,21057.382345
163.0,26,21057.752148
263.0,37,21057.752421
127.0,21,21057.752538
343.0,41,21059.16153
1029.0,93,21060.589908
161.0,27,21060.941084
249.0,31,21061.98752
76.0,19,21062.33595
1498.0,107,21062.684184
204.0,27,21062.684486
268.0,32,21063.030318
275.0,34,21064.104293
504.0,62,21064.463808
1248.0,146,21065.177434
766.0,80,21067.270542
386.0,72,21067.595752
654.0,108,21068.864273
258.0,33,21068.864564
243.0,29,21069.187956
637.0,64,21069.512165
906.0,96,21069.830056
106.0,23,21070.149336
255.0,31,21071.426904
835.0,75,21071.746992
205.0,27,21071.747266
244.0,31,21072.384492
203.0,28,21072.384758
194.0,29,21073.677897
378.0,53,21074.001199
676.0,65,21075.293975
107.0,17,21075.61584
386.0,55,21076.261044
747.0,55,21076.261342
298.0,43,21076.90863
164.0,26,21077.236706
1443.0,176,21077.237027
232.0,27,21077.568118
243.0,29,21078.539911
373.0,42,21078.864546
340.0,37,21079.187659
206.0,31,21079.506114
162.0,27,21080.153967
204.0,26,21080.154256
97.0,15,21080.488337
152.0,21,21080.488723
127.0,19,21082.415554
195.0,32,21082.728011
179.0,24,21083.044199
664.0,79,21084.005756
162.0,29,21085.6076
385.0,41,21085.607889
268.0,37,21085.937217
332.0,109,21085.937471
166.0,29,21086.570952
300.0,26,21087.849557
244.0,29,21087.849868
204.0,30,21088.80345
201.0,28,21089.126497
233.0,28,21089.442824
130.0,22,21089.763043
130.0,29,21089.763361
610.0,67,21093.249724
314.0,34,21093.883745
450.0,48,21094.206409
387.0,44,21094.206716
105.0,17,21094.838557
1848.0,130,21095.468091
280.0,32,21095.796085
268.0,37,21095.796389
287.0,33,21097.07184
636.0,97,21098.670644
386.0,41,21098.670982
194.0,28,21098.671112
904.0,138,21100.287441
101.0,17,21100.287745
271.0,33,21100.287863
357.0,39,21101.253597
324.0,42,21101.253842
290.0,49,21101.578351
1771.0,266,21102.212718
164.0,26,21102.53522
601.0,144,21103.808217
323.0,36,21104.773386
245.0,34,21105.105411
267.0,30,21105.433887
163.0,28,21106.079996
143.0,27,21107.38034
238.0,28,21107.709632
1230.0,97,21108.033491
275.0,31,21108.681324
233.0,28,21109.332447
231.0,27,21109.978127
272.0,32,21110.621752
346.0,105,21111.262877
284.0,34,21112.225503
1169.0,188,21112.555315
905.0,160,21112.555588
233.0,28,21112.880231
367.0,56,21113.843238
232.0,38,21113.843553
163.0,27,21114.168522
209.0,30,21114.48905
258.0,30,21115.770053
2031.0,210,21117.380689
909.0,125,21117.380959
274.0,39,21117.703094
131.0,22,21117.703393
385.0,47,21117.703521
158.0,34,21118.3397
259.0,33,21119.300862
233.0,33,21119.935954
177.0,25,21120.255737
237.0,32,21121.529455
348.0,38,21122.170317
1065.0,108,21122.485355
241.0,28,21122.807393
385.0,48,21123.132251
227.0,30,21123.769204
251.0,34,21123.769545
1135.0,129,21123.769681
1662.0,188,21125.053869
255.0,29,21125.054172
179.0,24,21125.05429
131.0,23,21125.054393
1175.0,112,21125.054471
101.0,17,21125.38788
1173.0,101,21126.349363
324.0,37,21126.349664
890.0,128,21126.989858
255.0,29,21126.992121
268.0,35,21128.603303
131.0,19,21128.603566
536.0,64,21128.603705
1416.0,184,21128.926663
284.0,35,21131.475302
152.0,23,21132.433956
252.0,30,21133.386061
369.0,40,21134.981414
211.0,29,21135.629269
164.0,27,21135.629567
284.0,34,21135.955364
232.0,33,21135.955659
202.0,25,21136.593849
1847.0,130,21137.240896
318.0,35,21137.565175
362.0,40,21137.892046
308.0,42,21138.543288
186.0,24,21139.187556
194.0,28,21141.445147
388.0,87,21141.773596
161.0,27,21142.09547
633.0,59,21142.095731
632.0,98,21144.049729
1220.0,131,21144.374483
378.0,62,21145.041139
459.0,56,21145.041417
395.0,83,21145.041539
233.0,28,21145.04163
187.0,24,21145.359389
198.0,27,21145.359704
286.0,32,21146.004698
1028.0,71,21146.646052
382.0,45,21150.171348
101.0,17,21150.50105
364.0,39,21150.50131
1082.0,157,21150.828547
339.0,36,21150.828835
355.0,47,21151.146271
274.0,31,21151.783421
126.0,21,21152.105358
255.0,31,21152.105659
285.0,32,21152.432124
161.0,27,21154.670899
171.0,28,21155.636518
683.0,66,21156.284658
107.0,19,21156.608433
453.0,39,21156.927166
300.0,39,21157.884878
206.0,25,21158.52615
609.0,146,21159.497011
161.0,27,21159.814802
457.0,49,21160.771735
284.0,33,21161.424447
317.0,35,21161.424693
256.0,29,21161.747943
107.0,19,21162.703626
268.0,37,21163.669655
1367.0,138,21163.669928
164.0,28,21163.670033
206.0,28,21164.630034
386.0,42,21165.611009
476.0,43,21165.929832
740.0,132,21166.249665
105.0,17,21168.164454
357.0,39,21168.806791
354.0,37,21170.43293
211.0,29,21170.755702
127.0,21,21171.402544
268.0,43,21171.734414
254.0,32,21171.734682
461.0,158,21172.388673
194.0,27,21172.388941
165.0,27,21172.389156
254.0,39,21173.354447
1318.0,139,21173.671574
938.0,140,21173.671848
1653.0,141,21173.989692
450.0,45,21174.308644
355.0,41,21174.949352
587.0,79,21176.237803
1082.0,108,21176.238043
643.0,98,21176.570163
334.0,167,21176.570456
232.0,28,21177.219437
1108.0,129,21178.830254
181.0,23,21179.152673
946.0,127,21179.470007
1570.0,194,21180.115044
387.0,45,21180.115306
203.0,28,21181.401146
345.0,39,21181.401398
237.0,20,21182.698035
308.0,38,21183.015522
163.0,26,21183.349565
159.0,28,21183.349801
111.0,19,21183.349912
361.0,40,21183.349996
379.0,41,21184.639489
263.0,40,21186.24928
826.0,66,21187.225636
386.0,48,21187.865737
105.0,17,21188.820653
243.0,29,21189.448225
314.0,37,21191.34178
281.0,32,21191.661055
159.0,28,21192.298366
364.0,41,21192.298634
451.0,46,21193.572775
284.0,33,21193.902107
600.0,69,21193.90239
107.0,17,21194.225853
284.0,34,21194.226123
326.0,42,21194.874086
204.0,25,21195.196174
674.0,104,21197.109727
1244.0,164,21197.744187
162.0,31,21197.744454
260.0,37,21198.063933
244.0,29,21198.705068
132.0,22,21198.705356
111.0,19,21200.28326
425.0,65,21200.921543
364.0,89,21200.921813
160.0,28,21201.240884
161.0,27,21202.522273
199.0,27,21202.850322
207.0,27,21203.814762
244.0,29,21204.141052
1174.0,189,21204.782822
364.0,40,21205.104755
322.0,45,21205.7492
131.0,22,21205.749442
1400.0,99,21205.749557
309.0,38,21206.070439
76.0,18,21206.070709
509.0,76,21207.051392
892.0,75,21207.051674
923.0,70,21207.051804
263.0,29,21207.051894
272.0,32,21207.37638
260.0,30,21208.328866
936.0,112,21209.618385
127.0,20,21210.264013
160.0,32,21211.547451
672.0,118,21211.547733
101.0,17,21211.54787
204.0,27,21211.547965
1218.0,171,21211.857475
161.0,29,21211.857687
652.0,142,21211.857801
1374.0,113,21212.494732
195.0,24,21212.803961
131.0,22,21212.80426
128.0,19,21213.132716
275.0,38,21213.132975
203.0,38,21213.133083
858.0,120,21215.016752
205.0,26,21215.332274
161.0,27,21215.653319
133.0,19,21216.275375
335.0,40,21216.904282
108.0,18,21217.219321
254.0,39,21220.042899
293.0,41,21220.401539
204.0,27,21220.401775
164.0,27,21220.774336
193.0,24,21220.77465
255.0,29,21221.132955
194.0,27,21221.469335
97.0,15,21222.422611
246.0,32,21223.48217
322.0,54,21223.482471
342.0,54,21223.849894
395.0,47,21223.850163
207.0,27,21224.506269
271.0,36,21225.199825
297.0,26,21225.200092
256.0,30,21225.905397
308.0,44,21226.625214
1303.0,108,21228.947616
76.0,19,21228.947893
131.0,22,21228.948024
540.0,161,21228.948114
196.0,25,21228.94819
161.0,26,21229.904746
447.0,38,21229.905012
161.0,28,21230.249969
210.0,30,21230.591173
803.0,77,21231.281478
276.0,34,21232.295513
194.0,30,21233.633759
101.0,17,21234.72838
194.0,27,21238.368104
270.0,30,21239.359291
743.0,89,21239.699244
163.0,28,21240.018926
382.0,49,21240.716727
178.0,25,21241.080184
110.0,19,21241.448095
232.0,36,21241.448379
298.0,36,21243.106545
929.0,255,21243.106789
195.0,28,21243.415588
345.0,40,21243.738728
363.0,41,21244.055519
449.0,53,21244.055752
557.0,57,21244.679477
303.0,43,21245.925811
107.0,17,21246.867034
204.0,25,21247.490042
194.0,29,21247.811833
828.0,70,21248.130186
161.0,27,21248.780021
856.0,155,21249.099571
665.0,108,21249.427363
132.0,22,21250.385556
204.0,31,21251.023819
105.0,17,21252.300173
161.0,27,21252.624041
159.0,28,21252.949529
298.0,38,21252.949797
206.0,27,21253.267864
1015.0,123,21254.226185
277.0,47,21254.865289
287.0,37,21254.865553
358.0,38,21255.824558
970.0,90,21256.473229
479.0,47,21256.47343
204.0,28,21256.473542
193.0,28,21256.796002
107.0,19,21258.387269
291.0,33,21259.345859
268.0,33,21259.664838
130.0,20,21259.66513
202.0,29,21259.665242
161.0,27,21261.251284
244.0,29,21262.204712
270.0,31,21262.841274
345.0,37,21262.841544
110.0,19,21264.424973
748.0,55,21265.696015
1499.0,113,21266.018162
126.0,22,21266.656346
349.0,37,21267.620895
299.0,26,21267.963459
296.0,41,21267.96372
234.0,36,21267.96383
1303.0,161,21268.280416
1520.0,140,21269.891507
284.0,48,21270.217858
81.0,19,21270.536557
2011.0,143,21270.536814
177.0,25,21270.854865
245.0,29,21271.498564
1443.0,144,21272.460738
254.0,31,21272.781439
815.0,85,21273.102805
449.0,47,21274.385461
194.0,27,21275.348014
465.0,61,21275.98509
1583.0,241,21276.945489
1360.0,221,21277.275155
508.0,53,21278.237439
206.0,25,21278.873774
446.0,37,21279.519004
764.0,74,21280.220531
585.0,74,21280.592894
243.0,29,21280.965985
297.0,43,21282.05376
165.0,29,21282.416962
163.0,27,21283.489916
868.0,192,21283.490158
126.0,24,21283.49027
298.0,114,21286.746857
187.0,24,21287.453323
718.0,59,21287.806238
131.0,22,21288.522164
263.0,31,21289.199502
268.0,37,21289.89225
549.0,92,21290.254264
244.0,28,21290.970179
124.0,21,21290.970486
893.0,116,21292.684743
161.0,30,21293.024774
161.0,29,21293.715748
339.0,38,21293.716036
363.0,40,21293.716153
982.0,155,21294.066528
323.0,37,21295.114011
191.0,24,21295.818738
130.0,22,21296.169965
201.0,26,21296.877982
676.0,79,21297.225204
128.0,19,21299.333745
119.0,18,21300.040847
231.0,32,21300.395529
1407.0,268,21301.500126
244.0,30,21301.500389
163.0,27,21302.581419
268.0,37,21302.939961
1133.0,110,21303.289558
846.0,88,21303.667721
276.0,36,21303.667987
204.0,29,21304.026169
744.0,102,21305.802053
194.0,27,21305.802322
128.0,19,21306.177285
666.0,110,21306.177552
206.0,26,21306.177667
878.0,91,21307.856111
360.0,40,21307.856411
284.0,37,21308.805176
298.0,39,21308.805454
1205.0,112,21309.125657
557.0,74,21309.435135
159.0,29,21310.393639
97.0,15,21310.712891
215.0,32,21311.036917
233.0,30,21311.662702
243.0,30,21311.663009
160.0,30,21312.599354
155.0,21,21312.599663
194.0,28,21312.908502
371.0,67,21313.228728
302.0,30,21313.228993
1116.0,134,21315.402387
355.0,38,21316.34751
180.0,25,21316.68118
116.0,18,21316.681413
95.0,24,21318.26565
166.0,27,21318.890937
131.0,22,21319.839367
247.0,29,21320.796018
194.0,27,21321.115598
300.0,27,21321.746441
749.0,76,21322.374346
339.0,60,21322.374622
284.0,34,21323.292526
383.0,49,21323.292831
2409.0,173,21323.903443
108.0,18,21323.903798
206.0,25,21324.499825
414.0,52,21325.099641
198.0,28,21325.099929
834.0,174,21326.003347
131.0,22,21327.804129
194.0,27,21328.114468
161.0,30,21328.114773
489.0,51,21329.018183
348.0,40,21329.018486
1734.0,173,21329.926952
734.0,76,21329.92738
243.0,33,21330.832151
254.0,30,21332.365146
236.0,30,21332.979579
293.0,37,21333.609986
196.0,28,21333.610262
129.0,22,21334.535206
855.0,87,21334.847852
284.0,35,21335.148829
252.0,43,21335.457907
1015.0,152,21336.385463
930.0,97,21336.385771
325.0,37,21336.385873
251.0,34,21336.385945
194.0,28,21336.69113
489.0,82,21337.004363
383.0,48,21337.922566
78.0,18,21338.530248
652.0,55,21338.530479
358.0,38,21340.951914
268.0,39,21341.327824
109.0,36,21341.328157
275.0,37,21341.680932
1360.0,197,21342.296683
128.0,20,21342.919824
383.0,47,21342.92004
101.0,17,21344.148168
383.0,42,21344.148471
353.0,39,21344.762151
259.0,33,21345.067399
237.0,29,21345.681043
241.0,29,21345.681342
195.0,29,21345.989497
337.0,35,21346.300859
360.0,40,21346.301234
163.0,27,21346.609293
1836.0,411,21346.609568
205.0,26,21346.915924
1409.0,141,21348.115927
269.0,41,21348.432663
239.0,36,21348.432959
97.0,15,21348.743923
202.0,25,21350.544593
247.0,31,21353.642413
194.0,28,21353.642713
291.0,36,21354.005895
197.0,25,21354.006212
692.0,67,21354.666138
202.0,26,21354.985693
263.0,30,21355.293057
161.0,29,21355.60217
234.0,35,21356.514509
1421.0,163,21357.129121
433.0,51,21357.438926
1895.0,155,21357.439319
579.0,53,21357.756145
341.0,37,21357.756372
276.0,31,21358.058259
1301.0,113,21358.975829
383.0,46,21358.976126
486.0,60,21359.889188
126.0,21,21361.390682
740.0,86,21361.697505
675.0,67,21361.697725
191.0,30,21362.924586
573.0,41,21363.230752
252.0,31,21363.231027
161.0,27,21363.907866
284.0,32,21363.908148
204.0,29,21366.758322
160.0,28,21367.668508
268.0,35,21368.916919
155.0,21,21369.555494
1219.0,175,21369.867843
301.0,28,21370.188995
453.0,52,21370.189477
235.0,28,21370.500244
1039.0,111,21371.119176
275.0,37,21371.432031
204.0,25,21371.746255
165.0,27,21372.359166
364.0,57,21372.359439
260.0,30,21372.672218
997.0,249,21373.283379
746.0,81,21373.898937
180.0,25,21374.511961
381.0,96,21375.442286
575.0,40,21375.761021
884.0,71,21377.311736
674.0,67,21378.227854
163.0,28,21378.847272
270.0,32,21379.457315
756.0,73,21379.766425
210.0,31,21380.691189
340.0,43,21381.003964
95.0,24,21381.315317
281.0,31,21381.315553
253.0,30,21381.632219
273.0,33,21381.632491
186.0,23,21381.632606
252.0,43,21382.259622
138.0,25,21385.052985
1655.0,248,21386.586545
101.0,17,21386.586778
127.0,24,21386.895177
920.0,82,21387.216796
653.0,56,21387.845422
176.0,25,21389.396085
731.0,62,21389.396375
161.0,27,21390.029117
167.0,29,21390.02937
204.0,28,21390.02948
592.0,135,21390.344815
232.0,31,21390.345069
1176.0,106,21390.345164
652.0,142,21390.655467
275.0,41,21390.962714
275.0,31,21391.279523
152.0,21,21391.588041
101.0,17,21391.907801
856.0,116,21392.528524
388.0,44,21392.528778
268.0,36,21393.446631
1388.0,169,21394.686567
661.0,72,21395.00405
194.0,27,21395.317825
663.0,123,21395.946215
115.0,24,21396.883975
76.0,19,21397.922642
204.0,25,21397.92297
163.0,27,21398.638502
2141.0,130,21399.688958
284.0,34,21400.401613
466.0,41,21401.104228
1418.0,170,21401.463141
267.0,31,21401.824726
324.0,37,21402.546225
263.0,37,21402.912549
101.0,17,21403.968236
193.0,27,21404.683906
749.0,102,21405.061095
396.0,46,21405.425081
244.0,30,21405.425298
341.0,93,21405.425424
192.0,24,21406.485886
244.0,30,21407.566775
164.0,28,21408.638222
180.0,23,21408.638478
1108.0,102,21408.993527
132.0,22,21409.721124
479.0,51,21410.076623
107.0,19,21410.771399
421.0,59,21411.127184
301.0,36,21414.331594
131.0,19,21415.753711
244.0,29,21415.753995
194.0,31,21415.754147
233.0,30,21416.112042
255.0,31,21416.475921
1438.0,142,21416.476292
332.0,44,21416.81973
315.0,43,21417.857823
165.0,28,21418.567986
284.0,34,21418.568232
161.0,27,21419.650616
321.0,45,21421.074693
898.0,99,21421.074973
1335.0,91,21421.791992
339.0,39,21422.498821
239.0,34,21422.858136
101.0,18,21423.216151
373.0,36,21423.918953
1005.0,135,21425.328222
194.0,29,21426.049346
234.0,29,21426.399748
267.0,30,21427.098912
320.0,36,21427.099267
227.0,32,21427.099398
160.0,28,21428.394092
101.0,17,21428.716579
309.0,37,21429.366562
274.0,31,21429.366865
187.0,25,21430.962455
325.0,38,21430.962764
125.0,19,21431.599892
768.0,82,21431.600153
360.0,39,21432.859201
553.0,120,21433.808549
101.0,17,21434.133105
131.0,26,21434.44463
320.0,42,21435.071353
429.0,38,21435.713268
243.0,30,21436.666143
161.0,27,21436.97727
225.0,19,21437.614985
234.0,35,21437.615294
1027.0,90,21438.251517
451.0,46,21438.885008
1202.0,125,21438.885323
204.0,25,21438.885451
101.0,17,21439.517426
530.0,55,21439.831832
182.0,29,21440.146387
278.0,36,21440.772327
829.0,76,21441.089169
248.0,31,21441.402323
98.0,23,21441.722682
113.0,19,21441.722953
161.0,29,21442.036345
880.0,97,21442.356976
450.0,51,21443.302964
128.0,19,21443.620621
1158.0,172,21444.250048
1946.0,132,21444.569971
350.0,48,21444.570238
107.0,17,21444.886976
124.0,21,21444.887222
163.0,26,21445.198907
901.0,221,21446.130915
251.0,31,21446.445119
114.0,18,21447.389342
176.0,25,21448.948578
131.0,22,21449.265381
125.0,19,21449.58203
284.0,34,21449.582337
415.0,48,21450.221187
284.0,32,21450.842723
195.0,31,21451.458832
253.0,30,21451.459138
275.0,41,21451.766558
225.0,19,21452.083069
317.0,42,21453.340416
284.0,33,21453.660146
263.0,39,21453.660431
233.0,28,21453.660541
161.0,30,21454.595191
155.0,21,21455.849174
320.0,39,21456.784753
226.0,34,21457.105668
187.0,25,21457.424498
97.0,15,21458.378593
1001.0,117,21458.698227
131.0,23,21458.698497
166.0,27,21459.960875
456.0,41,21460.281793
166.0,27,21462.189708
386.0,75,21462.516756
1164.0,205,21462.84654
341.0,38,21462.846892
162.0,27,21463.167026
238.0,31,21463.167335
487.0,62,21463.804466
107.0,19,21464.438035
130.0,27,21464.438283
129.0,22,21465.696099
557.0,55,21466.337827
239.0,29,21466.338095
978.0,231,21466.65505
205.0,30,21466.970582
2338.0,227,21468.524017
97.0,15,21469.159853
307.0,34,21469.475492
244.0,30,21469.804171
1203.0,137,21470.440218
